year,state,state_ID,gender,1st_name,2nd_name,3rd_name,4th_name,5th_name,6th_name,7th_name,8th_name,9th_name,10th_name,1st_count,2nd_count,3rd_count,4th_count,5th_count,6th_count,7th_count,8th_count,9th_count,10th_count
1960,MD,044,M,Michael,David,John,Robert,James,William,Mark,Charles,Thomas,Richard,1592,1448,1374,1331,1267,1097,968,790,737,711
1960,WV,045,M,David,James,John,Michael,Robert,Mark,William,Timothy,Charles,Richard,917,857,722,693,686,614,587,496,476,408
1960,VA,046,M,James,David,Michael,Robert,William,John,Mark,Charles,Richard,Thomas,1888,1738,1695,1536,1505,1475,950,848,842,804
1960,NC,047,M,James,David,Michael,William,Robert,John,Charles,Timothy,Mark,Kenneth,2372,1867,1843,1725,1523,1409,1095,1027,943,867
1960,SC,048,M,James,David,John,Michael,William,Robert,Charles,Kenneth,Thomas,Richard,1512,903,898,896,886,878,601,513,469,466
1960,GA,049,M,James,David,Michael,William,Robert,John,Charles,Kenneth,Mark,Richard,2132,1629,1542,1479,1416,1383,1042,861,805,762
1960,DC,050,M,Michael,John,David,James,Robert,William,Mark,Thomas,Richard,Kevin,755,631,611,608,579,465,346,345,320,296
1960,FL,051,M,James,Michael,Robert,David,John,William,Mark,Richard,Charles,Kenneth,2350,2112,2072,2047,1894,1522,1238,1156,1027,878
1970,HI,001,M,Michael,David,John,James,Robert,Jason,William,Mark,Kevin,Christopher,267,217,185,173,170,167,140,136,127,119
1970,AK,002,M,Michael,John,David,James,Robert,Christopher,William,Richard,Thomas,Eric,165,133,131,114,111,82,81,63,61,60
1970,WA,003,M,Michael,David,John,Robert,James,Jason,Christopher,Brian,Jeffrey,Scott,1268,1000,833,829,819,791,644,601,587,557
1970,OR,004,M,Michael,David,Jason,James,Robert,John,Brian,Scott,Christopher,Jeffrey,814,562,545,496,483,443,365,352,340,310
1970,CA,005,M,Michael,David,Robert,John,James,Jason,Christopher,Richard,Eric,Mark,8196,6377,5667,5187,4611,4052,3602,3251,2817,2805
1970,ID,006,M,Michael,David,Robert,Jason,James,John,Scott,Brian,Mark,Steven,264,216,213,170,169,162,135,133,122,119
1970,NV,007,M,Michael,James,David,Robert,John,William,Richard,Brian,Jason,Joseph,199,156,150,150,133,93,92,79,73,72
1970,MT,008,M,Michael,James,Robert,John,David,Jason,Scott,Shawn,William,Richard,228,182,166,157,135,134,130,119,112,110
1970,WY,009,M,Michael,David,James,John,Robert,Jason,Christopher,William,Scott,Brian,136,95,95,92,88,64,62,59,58,53
1970,UT,010,M,David,Michael,Jason,Robert,James,John,Steven,Christopher,Richard,Mark,542,523,448,338,286,268,240,223,220,218
1970,AZ,011,M,Michael,David,Robert,James,John,Richard,Christopher,William,Steven,Jason,755,604,579,467,462,390,341,332,273,270
1970,CO,012,M,Michael,David,Robert,John,James,Christopher,Mark,Brian,Jason,Richard,973,673,655,621,558,480,393,391,383,373
1970,NM,013,M,Michael,Robert,James,David,John,Christopher,Mark,Richard,Daniel,Paul,376,295,293,291,258,167,165,160,145,143
1970,ND,014,M,Michael,Jason,Scott,David,James,John,Chad,Brian,Robert,Steven,260,187,166,155,145,143,135,127,123,114
1970,SD,015,M,Michael,Jason,David,Scott,James,Robert,Chad,John,Mark,Jeffrey,235,167,162,162,144,144,128,122,119,109
1970,NE,016,M,Michael,David,James,Jeffrey,Scott,John,Robert,Mark,Jason,Brian,586,415,406,362,360,359,343,276,274,272
1970,KS,017,M,Michael,David,John,James,Robert,Jeffrey,Jason,Christopher,Brian,Scott,800,556,545,524,482,383,363,360,358,321
1970,OK,018,M,Michael,James,David,John,Robert,Christopher,Steven,William,Brian,Jeffrey,1031,701,689,647,642,491,417,401,362,334
1970,TX,019,M,Michael,James,David,John,Robert,Christopher,William,Richard,Jason,Mark,4317,3516,3400,3292,3029,2172,1795,1590,1548,1531
1970,MN,020,M,Michael,Jason,David,John,Scott,James,Jeffrey,Mark,Robert,Christopher,1568,1143,1134,949,925,882,819,809,808,782
1970,IA,021,M,Michael,David,James,Jeffrey,Scott,John,Brian,Jason,Robert,Mark,1088,779,635,634,621,615,607,595,565,528
1970,MO,022,M,Michael,James,David,John,Robert,Christopher,Jeffrey,William,Mark,Brian,1960,1540,1350,1321,1171,1039,837,823,813,783
1970,AR,023,M,James,Michael,David,John,Robert,William,Kevin,Christopher,Charles,Mark,713,712,507,501,437,358,326,317,311,292
1970,LA,024,M,Michael,James,John,Robert,David,Christopher,Kevin,Charles,William,Joseph,1262,1075,1034,841,812,708,636,580,563,550
1970,WI,025,M,Michael,David,James,Scott,John,Robert,Brian,Mark,Jeffrey,Daniel,1825,1391,1183,1135,1074,1010,1009,904,898,867
1970,MI,026,M,Michael,David,James,Robert,John,Scott,Jeffrey,Christopher,Brian,Mark,4037,3037,2805,2736,2456,1966,1891,1774,1745,1674
1970,IL,027,M,Michael,David,John,Robert,James,Brian,Christopher,William,Mark,Jeffrey,4980,3249,3202,3177,3135,2018,1977,1945,1847,1784
1970,IN,028,M,Michael,James,David,Robert,John,Brian,Christopher,William,Mark,Jeffrey,2316,1789,1750,1611,1526,1177,1109,1050,1034,999
1970,OH,029,M,Michael,David,James,Robert,John,Brian,William,Christopher,Mark,Jeffrey,4914,3817,3748,3447,3314,2378,2313,2301,2050,1973
1970,KY,030,M,James,Michael,David,William,John,Robert,Christopher,Charles,Brian,Timothy,1569,1319,1151,984,955,915,820,615,544,544
1970,TN,031,M,James,Michael,David,John,William,Robert,Christopher,Charles,Mark,Timothy,1823,1598,1184,1182,1098,1075,917,766,616,608
1970,MS,032,M,James,Michael,John,Robert,William,David,Charles,Christopher,Anthony,Timothy,970,861,739,641,572,552,486,460,359,303
1970,AL,033,M,James,Michael,John,William,David,Robert,Christopher,Charles,Timothy,Anthony,1450,1416,1048,890,875,845,827,598,477,442
1970,ME,034,M,Michael,Scott,John,David,James,Christopher,Robert,Jeffrey,Jason,Mark,430,289,277,269,258,251,249,199,176,167
1970,VT,035,M,Michael,John,Christopher,Scott,David,James,Robert,Jeffrey,Mark,Jason,179,156,136,118,116,111,110,102,95,79
1970,NH,036,M,Michael,David,Christopher,John,Robert,Scott,James,Richard,Jeffrey,Jason,302,238,233,202,196,187,171,161,156,144
1970,NY,037,M,Michael,John,David,Robert,James,Christopher,Joseph,William,Richard,Thomas,7957,5569,5112,4964,4582,4004,3668,3196,3027,2998
1970,MA,038,M,Michael,David,John,Robert,James,Christopher,Scott,William,Mark,Joseph,2800,2033,2020,1788,1656,1556,1193,1152,1092,1073
1970,CT,039,M,Michael,David,John,Robert,James,Christopher,Richard,William,Mark,Joseph,1303,1021,920,839,748,729,543,520,492,488
1970,RI,040,M,Michael,David,John,Robert,James,Christopher,Richard,Joseph,William,Brian,480,365,348,342,263,235,198,183,173,165
1970,PA,041,M,Michael,John,Robert,David,James,William,Brian,Joseph,Christopher,Mark,5156,3781,3668,3664,3455,2643,2340,2221,2212,1947
1970,NJ,042,M,Michael,John,Robert,David,James,Joseph,Christopher,William,Thomas,Richard,3048,2260,2232,2010,1818,1480,1452,1406,1190,1151
1970,DE,043,M,Michael,John,Robert,James,David,William,Christopher,Joseph,Mark,Richard,246,223,209,208,204,175,131,115,114,111
1970,MD,044,M,Michael,David,John,James,Robert,William,Christopher,Brian,Charles,Richard,1493,1114,1106,1081,1060,921,665,609,560,542
1970,WV,045,M,Michael,James,David,Robert,John,William,Charles,Brian,Richard,Christopher,716,659,552,550,524,431,329,316,313,298
1970,VA,046,M,Michael,James,Robert,David,William,John,Christopher,Mark,Charles,Brian,1843,1666,1378,1377,1331,1298,1153,735,732,697
1970,NC,047,M,Michael,James,William,David,Robert,John,Christopher,Charles,Jeffrey,Timothy,2043,2020,1518,1457,1450,1332,1290,840,804,777
1970,SC,048,M,James,Michael,John,William,Robert,David,Christopher,Charles,Richard,Kevin,1262,910,811,784,776,662,573,443,389,361
1970,GA,049,M,Michael,James,John,William,David,Robert,Christopher,Charles,Timothy,Richard,2016,2013,1495,1348,1326,1306,1115,851,693,651
1970,DC,050,M,Michael,James,David,John,Robert,Christopher,William,Kevin,Anthony,Eric,601,427,418,388,379,338,302,257,236,225
1970,FL,051,M,Michael,James,Robert,John,David,William,Christopher,Richard,Charles,Joseph,2520,2189,1921,1861,1858,1424,1252,948,884,795
1980,HI,001,M,Michael,Jason,Christopher,David,James,Ryan,Robert,Jonathan,Justin,Brandon,227,203,183,166,139,137,134,131,131,122
1980,AK,002,M,Michael,Christopher,James,John,Joshua,Robert,David,Matthew,Jason,Justin,145,122,107,102,102,99,98,87,82,73
1980,WA,003,M,Michael,Jason,Christopher,Joshua,Matthew,David,Ryan,Justin,James,Daniel,1123,916,878,840,803,776,750,662,611,580
1980,OR,004,M,Michael,Christopher,Joshua,Ryan,Matthew,Jason,David,Justin,James,Daniel,702,637,605,530,520,506,503,426,397,396
1980,CA,005,M,Michael,David,Christopher,Daniel,Jason,Robert,Matthew,Joshua,James,John,6907,5085,4782,4148,4103,3479,3379,3137,3023,3022
1980,ID,006,M,Michael,Joshua,Jason,Christopher,David,Matthew,Justin,Ryan,Jeremy,James,293,279,242,225,215,201,187,184,158,153
1980,NV,007,M,Michael,Christopher,Jason,David,James,Robert,Joshua,Matthew,Ryan,John,266,204,168,162,144,137,134,134,126,122
1980,MT,008,M,Joshua,Michael,Ryan,Jason,Matthew,Christopher,Justin,James,Daniel,David,220,186,161,157,146,143,136,130,128,118
1980,WY,009,M,Michael,Joshua,Christopher,Matthew,Justin,Jason,David,James,Robert,Ryan,174,136,132,119,110,109,108,95,87,84
1980,UT,010,M,Michael,Joshua,David,Matthew,Jason,Christopher,Ryan,Justin,Brandon,Daniel,658,508,457,451,450,419,413,365,351,344
1980,AZ,011,M,Michael,Christopher,David,Jason,Joshua,Robert,Daniel,James,Matthew,Justin,942,611,588,583,537,512,456,444,424,400
1980,CO,012,M,Michael,Christopher,Matthew,Joshua,Jason,David,Ryan,Justin,James,John,907,704,683,611,580,538,510,480,448,446
1980,NM,013,M,Michael,Christopher,Jason,David,Daniel,Joshua,Joseph,Robert,Matthew,James,402,312,266,263,246,230,227,218,217,207
1980,ND,014,M,Joshua,Michael,Justin,Matthew,Ryan,Christopher,Jason,Jeremy,David,Travis,242,222,183,178,174,166,155,130,113,110
1980,SD,015,M,Michael,Justin,Matthew,Joshua,Ryan,Jason,Christopher,John,Eric,Nicholas,213,193,175,169,166,156,155,125,122,114
1980,NE,016,M,Matthew,Michael,Jason,Joshua,Christopher,Justin,Ryan,David,Andrew,Brian,434,426,409,366,359,337,320,292,281,278
1980,KS,017,M,Michael,Jason,Joshua,Christopher,Matthew,Justin,Ryan,James,David,Brian,686,586,569,539,506,467,393,381,361,332
1980,OK,018,M,Michael,Christopher,Joshua,Jason,James,Justin,David,Matthew,John,Jeremy,872,747,695,663,590,547,543,510,485,466
1980,TX,019,M,Michael,Christopher,Jason,David,James,John,Robert,Joshua,Jose,Justin,4249,3846,3180,3019,2843,2713,2475,2298,2206,1989
1980,MN,020,M,Michael,Matthew,Joshua,Ryan,Jason,Christopher,Andrew,Nicholas,Daniel,Joseph,1351,1099,981,887,884,837,783,777,761,719
1980,IA,021,M,Joshua,Michael,Matthew,Jason,Ryan,Justin,Christopher,Adam,Nicholas,Brian,828,758,753,637,633,605,547,531,524,487
1980,MO,022,M,Michael,Jason,Christopher,Matthew,Joshua,James,David,John,Robert,Justin,1481,1208,1174,1040,1026,955,861,797,790,788
1980,AR,023,M,Michael,Jason,Christopher,James,Joshua,John,Jeremy,Justin,David,William,597,568,531,515,504,395,352,345,330,284
1980,LA,024,M,Michael,Christopher,Jason,John,James,Joshua,David,Brandon,Joseph,Robert,1209,1036,967,819,790,731,680,618,604,578
1980,WI,025,M,Michael,Matthew,Jason,Joshua,Ryan,Nicholas,Christopher,David,Andrew,Daniel,1436,1161,1154,1014,937,843,839,805,804,741
1980,MI,026,M,Michael,Jason,Christopher,Matthew,David,James,Robert,Ryan,Joshua,Brian,3023,2392,1873,1868,1796,1538,1416,1375,1357,1308
1980,IL,027,M,Michael,Jason,Christopher,David,Matthew,James,Robert,Daniel,John,Joseph,3757,2358,2182,2078,2041,1913,1718,1694,1691,1684
1980,IN,028,M,Michael,Joshua,Jason,Christopher,Matthew,David,James,Ryan,John,Justin,1642,1447,1332,1175,1170,1051,991,902,814,808
1980,OH,029,M,Michael,Jason,Matthew,Christopher,David,Joshua,James,Brian,Robert,John,3711,2695,2321,2177,2167,2165,2087,1811,1796,1775
1980,KY,030,M,Jason,Michael,James,Joshua,Christopher,David,William,John,Robert,Joseph,1167,1145,1088,914,907,743,732,703,629,568
1980,TN,031,M,Michael,James,Jason,Christopher,Joshua,William,John,David,Robert,Jeremy,1307,1252,1193,1163,1001,843,796,760,735,609
1980,MS,032,M,James,Christopher,Michael,Jason,John,William,Robert,David,Joshua,Joseph,721,695,619,512,499,489,481,431,397,345
1980,AL,033,M,Christopher,Michael,James,Jason,Joshua,William,John,David,Jeremy,Robert,951,932,923,822,707,691,671,617,583,575
1980,ME,034,M,Christopher,Jason,Michael,Joshua,Matthew,Ryan,David,Nicholas,James,John,276,269,266,259,255,187,186,159,156,155
1980,VT,035,M,Michael,Matthew,Christopher,Jason,Joshua,David,James,Daniel,Justin,Adam,133,132,127,116,109,90,85,81,76,74
1980,NH,036,M,Michael,Matthew,Christopher,Jason,Joshua,Daniel,David,James,Ryan,Brian,269,258,234,215,177,150,148,146,141,132
1980,NY,037,M,Michael,Christopher,Jason,David,Joseph,John,Robert,Matthew,Daniel,James,5801,3265,3134,2941,2709,2567,2446,2380,2294,2278
1980,MA,038,M,Michael,Matthew,Christopher,Jason,David,John,Daniel,James,Robert,Brian,2020,1238,1221,1134,1038,952,878,832,799,786
1980,CT,039,M,Michael,Christopher,Jason,David,Matthew,John,Daniel,Robert,Joseph,Brian,1035,707,581,558,509,474,438,420,410,400
1980,RI,040,M,Michael,Jason,David,Matthew,Christopher,John,Joseph,Robert,Brian,Daniel,344,227,207,189,182,174,169,155,144,142
1980,PA,041,M,Michael,Jason,Matthew,David,Christopher,John,Robert,James,Brian,Joseph,4036,2509,2411,2180,2126,2057,1878,1834,1748,1700
1980,NJ,042,M,Michael,Christopher,David,Robert,John,Jason,Joseph,Brian,James,Daniel,2500,1346,1193,1193,1180,1133,1123,989,979,978
1980,DE,043,M,Michael,Jason,John,James,Robert,Christopher,William,Matthew,David,Brian,231,145,142,138,128,127,121,112,107,96
1980,MD,044,M,Michael,Christopher,Jason,James,David,John,Robert,Matthew,Brian,William,1160,774,772,706,705,682,624,547,481,470
1980,WV,045,M,Jason,Joshua,Michael,Christopher,James,David,Matthew,John,Jeremy,Robert,615,542,531,488,482,391,376,364,328,322
1980,VA,046,M,Michael,Christopher,Jason,James,David,Robert,John,William,Matthew,Joshua,1433,1290,1091,1030,983,841,827,807,792,670
1980,NC,047,M,Christopher,Michael,James,Jason,David,William,Joshua,Robert,John,Jonathan,1380,1335,1275,1244,1066,1000,878,828,826,713
1980,SC,048,M,James,Michael,Christopher,Jason,William,Robert,David,John,Travis,Joshua,770,746,719,632,596,507,483,481,450,430
1980,GA,049,M,James,Michael,Christopher,Jason,John,William,Joshua,Robert,David,Matthew,1446,1436,1388,1111,1048,998,925,908,896,711
1980,DC,050,M,Michael,David,James,Christopher,Robert,John,Jason,William,Matthew,Kevin,368,250,237,199,191,185,180,173,161,155
1980,FL,051,M,Michael,Christopher,James,Jason,David,Robert,John,Joseph,William,Joshua,2486,1996,1729,1658,1539,1525,1403,1132,1058,1050
1990,HI,001,M,Joshua,Michael,Christopher,Justin,Matthew,Jordan,Ryan,Brandon,James,Daniel,212,205,181,169,143,135,125,120,120,117
1990,AK,002,M,Michael,Christopher,Joshua,Matthew,David,Andrew,James,Jacob,Daniel,Ryan,197,152,114,100,99,95,95,87,85,83
1990,WA,003,M,Michael,Christopher,Joshua,Matthew,Kyle,Andrew,Jacob,Ryan,David,Tyler,1063,886,814,752,724,702,671,642,634,616
1990,OR,004,M,Michael,Joshua,Christopher,Jacob,Matthew,Andrew,Tyler,David,Ryan,Daniel,580,501,473,426,425,413,383,356,354,352
1990,CA,005,M,Michael,Christopher,Daniel,David,Jose,Matthew,Andrew,Joshua,Jonathan,Anthony,8245,6619,5767,5347,4913,4884,4546,4302,4116,4022
1990,ID,006,M,Michael,Jacob,Christopher,Joshua,Matthew,Tyler,Justin,Cody,Ryan,Nicholas,204,178,170,166,163,148,138,131,129,123
1990,NV,007,M,Michael,Christopher,Joshua,Anthony,David,Matthew,Ryan,Joseph,James,Kyle,341,252,227,174,174,172,172,164,157,146
1990,MT,008,M,Michael,Joshua,Matthew,Christopher,Tyler,Jacob,Justin,Joseph,Andrew,Ryan,163,124,120,115,109,104,93,85,81,81
1990,WY,009,M,Michael,Christopher,Joshua,Tyler,Jacob,Ryan,Matthew,Andrew,John,Justin,83,69,67,65,64,64,60,50,49,49
1990,UT,010,M,Michael,Joshua,Tyler,Matthew,Jordan,Christopher,David,Jacob,Andrew,Zachary,455,416,338,330,314,310,279,275,263,253
1990,AZ,011,M,Michael,Christopher,Joshua,Daniel,Matthew,David,Andrew,Ryan,Anthony,Joseph,1011,765,657,635,604,562,517,463,439,423
1990,CO,012,M,Michael,Christopher,Joshua,Matthew,Andrew,Ryan,Nicholas,David,Kyle,Tyler,816,644,611,569,517,457,447,415,401,388
1990,NM,013,M,Michael,Joshua,Christopher,Matthew,Daniel,David,Andrew,Justin,Joseph,James,352,297,285,273,222,207,198,197,181,167
1990,ND,014,M,Matthew,Michael,Tyler,Andrew,Ryan,Christopher,Joshua,Jacob,Cody,Jordan,132,123,123,112,105,103,102,98,96,92
1990,SD,015,M,Tyler,Michael,Joshua,Matthew,Jordan,Andrew,Jacob,Christopher,Ryan,Kyle,147,141,131,127,126,104,102,91,89,80
1990,NE,016,M,Michael,Andrew,Matthew,Tyler,Joshua,Jacob,Christopher,Ryan,Nicholas,Jordan,349,282,277,276,261,247,237,234,214,199
1990,KS,017,M,Michael,Joshua,Christopher,Matthew,Andrew,Jacob,Tyler,Ryan,Kyle,Brandon,486,470,433,383,340,340,321,300,282,272
1990,OK,018,M,Joshua,Christopher,Michael,Matthew,Justin,Tyler,Cody,Ryan,James,Robert,599,581,575,521,415,414,389,354,347,321
1990,TX,019,M,Michael,Christopher,Joshua,Matthew,David,Jose,Justin,Daniel,John,James,4055,3906,3246,2665,2625,2450,2394,2332,2289,2207
1990,MN,020,M,Michael,Andrew,Matthew,Nicholas,Jacob,Joshua,Daniel,Tyler,Joseph,Christopher,1075,943,940,768,738,737,662,642,640,634
1990,IA,021,M,Michael,Jacob,Matthew,Tyler,Andrew,Joshua,Ryan,Nicholas,Christopher,Kyle,525,524,505,483,453,404,398,392,377,355
1990,MO,022,M,Michael,Christopher,Joshua,Matthew,Andrew,Jacob,Ryan,James,Justin,Nicholas,1150,988,980,946,775,744,739,690,688,644
1990,AR,023,M,Christopher,Michael,Joshua,Justin,James,Matthew,William,Cody,Zachary,Jacob,505,424,417,386,374,312,291,289,280,255
1990,LA,024,M,Joshua,Christopher,Michael,Justin,Brandon,James,Matthew,John,Joseph,David,945,865,784,600,549,540,537,505,431,417
1990,WI,025,M,Michael,Matthew,Andrew,Jacob,Joshua,Kyle,Ryan,Nicholas,Christopher,Tyler,1149,936,901,847,784,716,702,669,651,638
1990,MI,026,M,Michael,Joshua,Matthew,Christopher,Andrew,Ryan,Nicholas,Kyle,David,Justin,2590,1914,1725,1703,1476,1423,1305,1295,1270,1216
1990,IL,027,M,Michael,Matthew,Christopher,Daniel,David,Joshua,Nicholas,Joseph,Ryan,Andrew,3439,2235,2052,1882,1548,1534,1526,1516,1505,1477
1990,IN,028,M,Michael,Joshua,Matthew,Christopher,Andrew,Justin,Jacob,James,Kyle,Nicholas,1232,1202,1030,1022,857,786,758,748,746,697
1990,OH,029,M,Michael,Matthew,Joshua,Christopher,Andrew,Ryan,James,David,Nicholas,Robert,2935,2197,2117,2081,1684,1577,1462,1424,1406,1381
1990,KY,030,M,Joshua,Christopher,James,Michael,Matthew,Justin,William,John,Joseph,Robert,891,791,779,727,651,624,573,483,437,435
1990,TN,031,M,Joshua,Christopher,James,Michael,Matthew,William,Justin,John,Brandon,Robert,1205,1179,1014,998,925,888,829,652,633,631
1990,MS,032,M,Christopher,James,Joshua,Michael,Justin,William,John,Robert,Jonathan,Matthew,590,508,488,464,433,433,315,308,280,276
1990,AL,033,M,Christopher,Joshua,Justin,Michael,James,William,Matthew,John,Robert,Brandon,939,843,763,742,729,698,607,582,478,446
1990,ME,034,M,Joshua,Michael,Matthew,Christopher,Nicholas,Ryan,Andrew,Benjamin,Justin,Tyler,292,266,251,231,201,168,163,155,150,142
1990,VT,035,M,Michael,Christopher,Joshua,Matthew,Ryan,Tyler,Justin,Kyle,Nicholas,Andrew,115,114,113,102,90,86,85,84,83,78
1990,NH,036,M,Michael,Christopher,Matthew,Joshua,Nicholas,Ryan,Andrew,Daniel,Tyler,Joseph,311,300,295,238,231,216,187,167,167,154
1990,NY,037,M,Michael,Christopher,Matthew,Joseph,Daniel,Anthony,David,John,Andrew,Jonathan,6162,4051,3530,3062,3002,2655,2547,2468,2423,2312
1990,MA,038,M,Michael,Matthew,Christopher,Daniel,Nicholas,Andrew,Joseph,John,Ryan,David,2142,1550,1545,1106,1036,1002,976,931,926,904
1990,CT,039,M,Michael,Christopher,Matthew,Daniel,Ryan,Nicholas,Joseph,David,Andrew,John,1127,761,739,565,518,510,491,480,478,471
1990,RI,040,M,Michael,Christopher,Matthew,Nicholas,Joshua,Joseph,David,Daniel,Andrew,Robert,358,232,229,198,184,165,159,158,156,155
1990,PA,041,M,Michael,Matthew,Christopher,Joshua,Andrew,Ryan,Joseph,John,Daniel,David,3449,2621,2092,1861,1740,1694,1685,1629,1625,1617
1990,NJ,042,M,Michael,Christopher,Matthew,Daniel,Joseph,John,Anthony,David,Robert,Andrew,2876,1804,1655,1390,1333,1200,1112,1096,1087,1011
1990,DE,043,M,Michael,Christopher,Matthew,Robert,Andrew,John,Joshua,David,Daniel,James,229,182,158,144,140,138,135,130,127,114
1990,MD,044,M,Michael,Christopher,Matthew,Joshua,David,James,John,Andrew,Joseph,William,1337,1081,886,769,708,699,651,640,629,628
1990,WV,045,M,Joshua,Christopher,Michael,Justin,Matthew,James,Zachary,David,Joseph,Brandon,406,355,352,336,279,259,238,219,200,199
1990,VA,046,M,Christopher,Michael,Joshua,Matthew,James,William,Robert,John,Andrew,David,1501,1478,1243,1096,1016,842,837,813,805,780
1990,NC,047,M,Christopher,Joshua,Michael,Matthew,William,James,Justin,Brandon,John,David,1699,1599,1439,1205,1123,1097,1096,883,847,838
1990,SC,048,M,Christopher,Michael,James,Joshua,William,Justin,Matthew,Brandon,Robert,John,842,721,718,698,616,565,548,484,476,463
1990,GA,049,M,Christopher,Joshua,Michael,James,William,Justin,Matthew,John,Brandon,David,1719,1521,1460,1225,1156,1093,1072,888,858,819
1990,DC,050,M,Michael,Christopher,James,David,William,Matthew,Daniel,Andrew,John,Kevin,303,254,178,163,154,151,145,143,139,139
1990,FL,051,M,Michael,Christopher,Joshua,Matthew,James,David,Daniel,Robert,Justin,John,3493,2931,2207,1927,1641,1622,1614,1581,1419,1397
2000,HI,001,M,Joshua,Noah,Jacob,Justin,Matthew,Michael,Dylan,Christian,Brandon,Isaiah,131,115,102,93,87,84,78,76,73,70
2000,AK,002,M,Michael,Jacob,William,Joshua,James,Andrew,Brandon,Matthew,Zachary,Daniel,74,68,65,58,57,54,53,53,52,50
2000,WA,003,M,Jacob,Michael,Joshua,Alexander,Tyler,Andrew,Matthew,Daniel,Ryan,Zachary,653,510,506,493,482,476,440,435,417,397
2000,OR,004,M,Jacob,Joshua,Michael,Daniel,Tyler,Andrew,Matthew,Nicholas,Austin,Ryan,446,298,292,285,285,284,244,243,236,230
2000,CA,005,M,Daniel,Anthony,Jose,Andrew,Michael,Jacob,Joshua,Christopher,David,Matthew,4342,3839,3804,3600,3572,3520,3356,3337,3280,3254
2000,ID,006,M,Jacob,Joshua,Joseph,Michael,Ethan,Tyler,Matthew,Andrew,Hunter,Austin,163,114,110,110,105,103,102,101,101,99
2000,NV,007,M,Jacob,Anthony,Joshua,Brandon,Daniel,Michael,Christopher,Tyler,Jose,Ryan,234,223,201,194,191,190,185,181,166,155
2000,MT,008,M,Jacob,Tyler,Zachary,Michael,Dylan,Logan,Joseph,Daniel,Austin,Andrew,99,76,64,63,62,61,57,54,53,52
2000,WY,009,M,Jacob,Ethan,Michael,Matthew,Hunter,Tyler,Zachary,Austin,Joshua,Nicholas,49,36,36,33,32,32,32,30,30,30
2000,UT,010,M,Jacob,Joshua,Ethan,Tyler,Zachary,Matthew,Michael,Andrew,Nathan,Hunter,440,346,333,277,277,251,251,247,238,234
2000,AZ,011,M,Jacob,Michael,Daniel,Jose,Anthony,Joshua,Jesus,Matthew,David,Andrew,682,621,571,542,495,492,479,477,469,442
2000,CO,012,M,Jacob,Michael,Joshua,Matthew,Ryan,Nicholas,Tyler,Andrew,Joseph,Benjamin,519,443,425,372,369,361,357,350,345,330
2000,NM,013,M,Jacob,Joshua,Isaiah,Michael,Matthew,Daniel,Anthony,Christopher,Joseph,Brandon,217,185,184,184,158,149,143,142,142,138
2000,ND,014,M,Jacob,Hunter,Ethan,Matthew,Austin,Tyler,Andrew,Dylan,Zachary,Logan,114,73,71,66,61,61,58,58,58,51
2000,SD,015,M,Jacob,Dylan,Austin,Ethan,Nicholas,Tyler,Hunter,Zachary,Benjamin,Matthew,121,77,71,69,65,65,61,60,57,53
2000,NE,016,M,Jacob,Tyler,Joshua,Zachary,Andrew,Nicholas,Matthew,Joseph,Michael,Ryan,270,178,163,161,158,155,142,140,138,133
2000,KS,017,M,Jacob,Michael,Tyler,Joshua,Zachary,Andrew,Ethan,Matthew,Austin,Joseph,405,250,239,238,238,236,217,214,211,196
2000,OK,018,M,Jacob,Tyler,Joshua,Matthew,Michael,Christopher,Austin,Zachary,William,Ethan,467,357,348,329,324,278,267,265,260,247
2000,TX,019,M,Jose,Jacob,Joshua,Michael,Christopher,Daniel,Matthew,David,Juan,Jonathan,3097,2826,2454,2437,2268,2121,2092,2007,2004,1864
2000,MN,020,M,Jacob,Nicholas,Matthew,Andrew,Samuel,Benjamin,Tyler,Zachary,Michael,Joseph,752,536,510,501,491,476,452,451,449,438
2000,IA,021,M,Jacob,Tyler,Austin,Zachary,Nicholas,Andrew,Hunter,Matthew,Dylan,Benjamin,484,282,273,257,252,248,241,239,225,220
2000,MO,022,M,Jacob,Tyler,Michael,Matthew,Joshua,Nicholas,Austin,Andrew,Zachary,Joseph,902,581,579,546,518,517,514,502,489,473
2000,AR,023,M,Jacob,William,Michael,Joshua,Christopher,Hunter,Brandon,Austin,James,Tyler,378,266,249,239,228,219,213,211,205,202
2000,LA,024,M,Joshua,Jacob,Christopher,Michael,Tyler,Nicholas,Matthew,Cameron,John,Austin,473,438,430,426,399,366,351,334,325,323
2000,WI,025,M,Jacob,Nicholas,Tyler,Michael,Joshua,Andrew,Matthew,Ryan,Benjamin,Samuel,735,510,497,462,446,445,445,441,436,427
2000,MI,026,M,Jacob,Joshua,Michael,Nicholas,Andrew,Tyler,Matthew,Zachary,Joseph,Ryan,1570,1016,996,970,940,910,892,850,802,745
2000,IL,027,M,Jacob,Michael,Matthew,Daniel,Nicholas,Joseph,Joshua,Anthony,Andrew,Ryan,1593,1543,1392,1261,1189,1142,1101,1004,973,946
2000,IN,028,M,Jacob,Austin,Andrew,Michael,Zachary,Joshua,Matthew,Tyler,Nicholas,Ethan,1061,639,638,611,589,586,586,562,558,494
