year,state,state_ID,gender,first,second,third,forth,fifth,sixth,seventh,eighth,nineth,tenth,1st_count,2nd_count,3rd_count,4th_count,5th_count,6th_count,7th_count,8th_count,9th_count,10th_count
2010,TX,19,F,Isabella,Sophia,Emma,Emily,Mia,Abigail,Ava,Olivia,Madison,Natalie,2296,1950,1529,1524,1474,1431,1186,1162,1088,1054
2010,MN,20,F,Ava,Olivia,Sophia,Isabella,Emma,Abigail,Ella,Addison,Grace,Emily,384,376,373,318,303,267,262,247,213,201
2010,IA,21,F,Ava,Emma,Sophia,Isabella,Olivia,Addison,Ella,Abigail,Chloe,Elizabeth,208,200,195,193,192,170,151,129,129,128
2010,MO,22,F,Isabella,Emma,Olivia,Sophia,Ava,Abigail,Addison,Madison,Chloe,Emily,427,399,390,379,330,322,305,300,293,240
2010,AR,23,F,Emma,Isabella,Addison,Chloe,Madison,Emily,Abigail,Olivia,Ava,Sophia,202,174,169,140,139,134,133,128,100,98
2010,LA,24,F,Ava,Emma,Isabella,Madison,Olivia,Chloe,Sophia,Addison,Khloe,Ella,299,291,274,236,223,215,208,198,165,159
2010,WI,25,F,Olivia,Sophia,Ava,Isabella,Emma,Ella,Addison,Abigail,Emily,Grace,397,397,348,339,313,267,265,217,214,207
2010,MI,26,F,Sophia,Isabella,Olivia,Ava,Emma,Madison,Addison,Abigail,Ella,Chloe,634,628,617,598,563,475,389,385,374,366
2010,IL,27,F,Isabella,Sophia,Olivia,Emma,Emily,Abigail,Ava,Mia,Madison,Addison,946,921,823,654,650,618,605,478,427,419
2010,IN,28,F,Emma,Sophia,Isabella,Olivia,Ava,Addison,Abigail,Chloe,Ella,Emily,457,452,447,423,402,334,331,295,294,281
2010,OH,29,F,Isabella,Olivia,Ava,Emma,Sophia,Addison,Madison,Abigail,Ella,Lillian,792,764,762,761,750,575,557,537,460,454
2010,KY,30,F,Isabella,Emma,Addison,Abigail,Madison,Olivia,Sophia,Chloe,Ava,Alexis,375,315,257,256,254,234,224,220,217,190
2010,TN,31,F,Isabella,Emma,Madison,Addison,Abigail,Olivia,Ava,Sophia,Chloe,Elizabeth,444,428,384,359,354,343,341,298,296,267
2010,MS,32,F,Madison,Emma,Addison,Ava,Isabella,Chloe,Olivia,Elizabeth,Anna,Khloe,203,153,139,134,133,129,102,98,97,97
2010,AL,33,F,Emma,Isabella,Madison,Ava,Olivia,Chloe,Abigail,Elizabeth,Addison,Anna,318,254,251,218,201,192,188,186,184,183
2010,ME,34,F,Emma,Olivia,Isabella,Madison,Sophia,Ava,Ella,Abigail,Grace,Addison,91,85,76,69,68,65,61,59,58,55
2010,VT,35,F,Sophia,Ava,Olivia,Emma,Isabella,Addison,Abigail,Madison,Elizabeth,Emily,45,37,36,33,29,28,23,23,22,20
2010,NH,36,F,Sophia,Olivia,Ava,Isabella,Emma,Abigail,Madison,Ella,Addison,Emily,91,87,86,86,85,64,62,56,51,51
2010,NY,37,F,Isabella,Sophia,Olivia,Emma,Ava,Madison,Emily,Mia,Abigail,Chloe,1524,1386,1184,1047,989,981,947,815,784,731
2010,MA,38,F,Isabella,Sophia,Olivia,Ava,Emma,Abigail,Emily,Ella,Mia,Madison,497,495,448,392,383,327,319,302,278,247
2010,CT,39,F,Isabella,Olivia,Sophia,Ava,Emma,Abigail,Madison,Mia,Gabriella,Emily,278,234,231,192,192,167,164,147,142,138
2010,RI,40,F,Isabella,Sophia,Ava,Olivia,Emma,Abigail,Emily,Ella,Gabriella,Grace,93,91,76,76,61,58,48,47,41,39
2010,PA,41,F,Isabella,Sophia,Emma,Olivia,Ava,Abigail,Madison,Emily,Ella,Chloe,902,809,795,750,737,597,551,528,450,412
2010,NJ,42,F,Isabella,Sophia,Olivia,Ava,Emily,Emma,Mia,Abigail,Madison,Samantha,749,637,521,480,450,441,388,377,361,320
2010,DE,43,F,Sophia,Isabella,Ava,Olivia,Emily,Madison,Abigail,Emma,Leah,Mia,73,67,64,45,40,38,35,33,33,33
2010,MD,44,F,Sophia,Madison,Isabella,Olivia,Abigail,Ava,Emma,Chloe,Emily,Elizabeth,344,302,294,294,282,277,272,244,229,174
2010,WV,45,F,Isabella,Madison,Emma,Abigail,Olivia,Sophia,Alexis,Addison,Chloe,Ava,153,123,121,114,102,102,101,100,95,90
2010,VA,46,F,Olivia,Sophia,Isabella,Emma,Abigail,Madison,Ava,Emily,Chloe,Elizabeth,495,464,447,444,439,401,397,323,320,297
2010,NC,47,F,Emma,Isabella,Ava,Madison,Sophia,Abigail,Olivia,Addison,Chloe,Emily,578,562,531,478,473,461,460,437,429,378
2010,SC,48,F,Madison,Isabella,Emma,Olivia,Ava,Abigail,Sophia,Emily,Elizabeth,Addison,290,270,220,213,197,194,185,166,164,161
2010,GA,49,F,Isabella,Madison,Emma,Abigail,Olivia,Sophia,Chloe,Emily,Ava,Addison,570,525,522,463,458,445,440,438,422,384
2010,DC,50,F,Madison,Olivia,Charlotte,Ashley,Ava,Sophia,Emma,Zoe,Abigail,Elizabeth,50,43,37,35,34,34,33,32,31,31
2010,FL,51,F,Isabella,Sophia,Olivia,Emma,Emily,Mia,Ava,Madison,Abigail,Chloe,1837,1248,890,838,818,758,753,698,683,613
2019,HI,1,F,Olivia,Ava,Emma,Amelia,Aria,Mia,Isabella,Sophia,Mila,Ella,48,46,46,44,44,43,39,33,32,30
2019,AK,2,F,Emma,Evelyn,Amelia,Ava,Olivia,Aurora,Charlotte,Abigail,Elizabeth,Harper,41,41,40,39,38,33,31,28,28,27
2019,WA,3,F,Olivia,Emma,Charlotte,Amelia,Evelyn,Sophia,Isabella,Ava,Abigail,Harper,415,346,341,329,310,300,264,249,243,242
2019,OR,4,F,Olivia,Emma,Evelyn,Charlotte,Harper,Amelia,Sophia,Ava,Isabella,Mia,224,186,159,158,148,139,128,117,116,111
2019,CA,5,F,Olivia,Emma,Mia,Sophia,Camila,Isabella,Luna,Emily,Ava,Sofia,2592,2385,2351,2088,2056,2005,1494,1459,1405,1401
2019,ID,6,F,Emma,Olivia,Charlotte,Evelyn,Amelia,Harper,Hazel,Ava,Sophia,Abigail,104,104,101,83,82,75,75,70,68,57
2019,NV,7,F,Sophia,Emma,Mia,Olivia,Isabella,Charlotte,Luna,Amelia,Ava,Sofia,155,150,147,146,139,111,110,109,98,98
2019,MT,8,F,Emma,Harper,Olivia,Charlotte,Ava,Elizabeth,Evelyn,Eleanor,Nora,Paisley,52,48,42,38,30,30,29,27,27,27
2019,WY,9,F,Charlotte,Olivia,Harper,Emma,Willow,Amelia,Isabella,Evelyn,Ella,Sophia,28,28,24,22,21,20,19,18,16,16
2019,UT,10,F,Olivia,Emma,Charlotte,Lucy,Evelyn,Harper,Hazel,Amelia,Lily,Mia,261,228,192,172,165,157,148,146,133,127
2019,AZ,11,F,Olivia,Emma,Sophia,Isabella,Mia,Luna,Ava,Camila,Charlotte,Evelyn,435,382,346,336,330,263,260,257,249,241
2019,CO,12,F,Charlotte,Olivia,Emma,Sophia,Ava,Evelyn,Isabella,Harper,Amelia,Mia,297,296,253,219,213,212,204,200,197,181
2019,NM,13,F,Ava,Olivia,Sophia,Mia,Isabella,Emma,Abigail,Sofia,Aria,Camila,104,103,99,95,94,82,63,62,60,59
2019,ND,14,F,Amelia,Evelyn,Harper,Emma,Olivia,Ava,Sophia,Charlotte,Nora,Everly,55,53,46,43,42,38,35,34,31,30
2019,SD,15,F,Emma,Harper,Ava,Charlotte,Olivia,Nora,Evelyn,Amelia,Sophia,Ella,63,60,50,43,42,39,38,35,33,30
2019,NE,16,F,Olivia,Emma,Charlotte,Amelia,Harper,Ava,Sophia,Evelyn,Nora,Isabella,121,107,106,102,98,88,85,72,64,63
2019,KS,17,F,Olivia,Emma,Harper,Charlotte,Evelyn,Sophia,Amelia,Ava,Isabella,Abigail,178,148,142,140,125,116,115,112,104,99
2019,OK,18,F,Olivia,Emma,Ava,Harper,Amelia,Evelyn,Isabella,Sophia,Mia,Charlotte,227,189,168,166,149,139,138,128,112,111
2019,TX,19,F,Emma,Olivia,Isabella,Mia,Camila,Sophia,Ava,Sofia,Amelia,Victoria,2031,1946,1734,1682,1656,1564,1321,1286,1108,1060
2019,MN,20,F,Olivia,Charlotte,Evelyn,Emma,Amelia,Harper,Nora,Sophia,Ava,Eleanor,322,290,266,247,245,243,219,199,196,181
2019,IA,21,F,Charlotte,Emma,Evelyn,Harper,Olivia,Amelia,Ava,Avery,Hazel,Nora,179,168,149,148,142,126,120,97,97,97
2019,MO,22,F,Olivia,Charlotte,Ava,Amelia,Emma,Evelyn,Harper,Sophia,Eleanor,Isabella,327,311,307,298,289,270,261,234,199,180
2019,AR,23,F,Olivia,Ava,Emma,Amelia,Harper,Isabella,Sophia,Paisley,Evelyn,Abigail,164,146,125,117,108,98,98,95,93,86
2019,LA,24,F,Olivia,Ava,Amelia,Emma,Harper,Charlotte,Sophia,Ella,Avery,Isabella,252,236,208,197,172,148,132,124,118,116
2019,WI,25,F,Olivia,Charlotte,Evelyn,Emma,Harper,Amelia,Ava,Nora,Eleanor,Violet,296,282,268,265,246,243,231,184,172,157
2019,MI,26,F,Olivia,Charlotte,Amelia,Ava,Emma,Sophia,Harper,Evelyn,Isabella,Abigail,501,476,460,456,450,408,403,357,331,267
2019,IL,27,F,Olivia,Emma,Sophia,Ava,Charlotte,Amelia,Mia,Isabella,Evelyn,Sofia,725,628,577,555,518,517,501,491,461,370
2019,IN,28,F,Olivia,Amelia,Emma,Ava,Charlotte,Harper,Evelyn,Sophia,Isabella,Eleanor,355,347,329,328,309,299,297,268,214,194
2019,OH,29,F,Olivia,Ava,Charlotte,Emma,Harper,Amelia,Sophia,Evelyn,Isabella,Nora,609,594,538,534,520,506,444,441,397,339
2019,KY,30,F,Amelia,Ava,Emma,Harper,Olivia,Sophia,Ella,Charlotte,Isabella,Avery,242,241,231,228,210,158,157,153,150,138
2019,TN,31,F,Ava,Olivia,Harper,Emma,Amelia,Charlotte,Evelyn,Elizabeth,Isabella,Ella,401,374,339,335,328,308,240,225,223,216
2019,MS,32,F,Ava,Olivia,Emma,Amelia,Harper,Paisley,Skylar,Ella,Elizabeth,Mary,228,121,111,100,94,89,88,85,80,80
2019,AL,33,F,Ava,Olivia,Emma,Amelia,Harper,Charlotte,Elizabeth,Ella,Isabella,Mary,295,238,219,201,180,176,164,160,152,152
2019,ME,34,F,Charlotte,Amelia,Olivia,Ava,Harper,Emma,Eleanor,Evelyn,Sophia,Ella,80,66,62,57,53,52,48,45,41,36
2019,VT,35,F,Harper,Amelia,Charlotte,Evelyn,Olivia,Abigail,Emma,Hazel,Isla,Willow,34,27,25,25,25,21,21,19,18,18
2019,NH,36,F,Charlotte,Olivia,Amelia,Harper,Emma,Evelyn,Nora,Ava,Madison,Abigail,92,74,67,60,59,58,49,46,42,40
2019,NY,37,F,Olivia,Emma,Sophia,Isabella,Mia,Ava,Charlotte,Amelia,Emily,Leah,1060,1040,933,884,856,839,836,736,570,570
2019,MA,38,F,Olivia,Charlotte,Emma,Isabella,Sophia,Amelia,Ava,Mia,Evelyn,Abigail,442,368,354,311,290,261,260,246,223,209
2019,CT,39,F,Olivia,Emma,Charlotte,Mia,Sophia,Amelia,Isabella,Ava,Ella,Harper,234,199,170,162,155,154,144,142,105,95
2019,RI,40,F,Charlotte,Olivia,Sophia,Ava,Amelia,Isabella,Emma,Grace,Madison,Abigail,61,57,53,51,48,46,45,39,34,33
2019,PA,41,F,Olivia,Emma,Ava,Charlotte,Harper,Sophia,Amelia,Evelyn,Isabella,Mia,656,628,563,556,492,485,471,417,408,408
2019,NJ,42,F,Emma,Olivia,Sophia,Mia,Isabella,Ava,Charlotte,Amelia,Emily,Madison,517,511,459,415,401,378,363,346,260,255
2019,DE,43,F,Emma,Olivia,Charlotte,Ava,Sophia,Isabella,Harper,Abigail,Emily,Layla,53,51,48,46,45,42,35,34,29,27
2019,MD,44,F,Olivia,Ava,Sophia,Emma,Charlotte,Isabella,Mia,Abigail,Amelia,Harper,324,275,266,229,227,207,206,185,174,172
2019,WV,45,F,Emma,Amelia,Harper,Olivia,Ava,Paisley,Willow,Abigail,Sophia,Isabella,99,98,93,93,75,70,69,68,67,66
2019,VA,46,F,Ava,Charlotte,Olivia,Emma,Sophia,Harper,Amelia,Isabella,Mia,Evelyn,461,433,423,392,338,309,296,283,272,266
2019,NC,47,F,Ava,Olivia,Emma,Amelia,Charlotte,Sophia,Harper,Isabella,Evelyn,Abigail,595,535,531,434,407,373,368,365,330,328
2019,SC,48,F,Olivia,Ava,Charlotte,Amelia,Emma,Isabella,Harper,Elizabeth,Sophia,Abigail,269,246,217,214,210,172,162,139,130,128
2019,GA,49,F,Ava,Olivia,Emma,Isabella,Charlotte,Amelia,Harper,Abigail,Sophia,Mia,626,522,458,422,408,390,371,305,289,288
2019,DC,50,F,Olivia,Charlotte,Elizabeth,Emma,Ava,Eleanor,Maya,Zoe,Grace,Sophia,53,46,44,42,40,39,39,38,35,35
2019,FL,51,F,Emma,Isabella,Olivia,Sophia,Mia,Ava,Amelia,Charlotte,Luna,Emily,1187,1158,1136,1009,948,847,832,647,577,567
