year,state,state_ID,gender,first,second,third,forth,fifth,sixth,seventh,eighth,nineth,tenth,1st_count,2nd_count,3rd_count,4th_count,5th_count,6th_count,7th_count,8th_count,9th_count,10th_count
1970,FL,51,F,Jennifer,Kimberly,Lisa,Michelle,Angela,Melissa,Tammy,Mary,Tracy,Stephanie,1265,1247,1080,1057,813,732,691,578,565,518
1980,HI,1,F,Jennifer,Michelle,Melissa,Nicole,Jessica,Tiffany,Sarah,Kimberly,Christina,Crystal,219,126,95,92,83,76,75,70,59,58
1980,AK,2,F,Jessica,Jennifer,Sarah,Amanda,Melissa,Michelle,Heather,Amber,Rebecca,Erin,116,114,82,71,65,61,60,59,58,48
1980,WA,3,F,Jennifer,Sarah,Jessica,Melissa,Amanda,Heather,Angela,Amy,Michelle,Elizabeth,1061,686,616,561,526,450,388,378,373,370
1980,OR,4,F,Jennifer,Sarah,Melissa,Amanda,Jessica,Heather,Angela,Amy,Amber,Michelle,764,492,398,395,386,311,284,259,249,249
1980,CA,5,F,Jennifer,Melissa,Jessica,Sarah,Michelle,Maria,Nicole,Elizabeth,Christina,Amanda,5612,2985,2928,2578,2432,2246,2239,2214,2089,1878
1980,ID,6,F,Jennifer,Amanda,Sarah,Melissa,Jessica,Heather,Angela,Amber,Amy,Lisa,292,210,181,176,166,135,129,124,116,100
1980,NV,7,F,Jennifer,Melissa,Jessica,Sarah,Amber,Heather,Amanda,Nicole,Michelle,Christina,224,115,101,101,95,92,87,86,82,78
1980,MT,8,F,Jennifer,Amanda,Jessica,Sarah,Melissa,Heather,Amber,Amy,Angela,Nicole,208,160,137,122,115,91,86,80,76,76
1980,WY,9,F,Jennifer,Amanda,Sarah,Jessica,Melissa,Heather,Amy,Amber,Michelle,Angela,184,131,92,82,82,77,72,69,63,54
1980,UT,10,F,Jennifer,Melissa,Amanda,Amber,Heather,Amy,Sarah,Jessica,Emily,Tiffany,628,393,376,323,317,300,294,289,273,249
1980,AZ,11,F,Jennifer,Jessica,Melissa,Amanda,Sarah,Michelle,Stephanie,Christina,Nicole,Amber,748,463,422,350,334,302,270,269,269,238
1980,CO,12,F,Jennifer,Jessica,Sarah,Amanda,Melissa,Michelle,Nicole,Heather,Amber,Stephanie,858,491,482,441,422,321,292,269,266,256
1980,NM,13,F,Jennifer,Amanda,Jessica,Melissa,Michelle,Sarah,Crystal,Andrea,Maria,Nicole,303,270,238,201,150,145,143,125,125,117
1980,ND,14,F,Jennifer,Jessica,Amanda,Heather,Sarah,Melissa,Nicole,Amy,Michelle,Amber,240,209,176,126,123,110,97,89,79,74
1980,SD,15,F,Jennifer,Jessica,Amanda,Melissa,Sarah,Amy,Heather,Nicole,Rebecca,Angela,222,176,171,130,111,110,94,94,88,86
1980,NE,16,F,Jennifer,Amanda,Sarah,Jessica,Melissa,Amy,Nicole,Angela,Heather,Sara,505,317,280,276,272,211,195,183,168,167
1980,KS,17,F,Jennifer,Amanda,Sarah,Melissa,Jessica,Amy,Angela,Amber,Heather,Michelle,656,467,406,363,361,296,250,238,223,223
1980,OK,18,F,Jennifer,Amanda,Melissa,Amber,Sarah,Amy,Stephanie,Crystal,Jessica,Angela,880,700,421,409,376,326,321,294,283,271
1980,TX,19,F,Jennifer,Amanda,Jessica,Melissa,Maria,Elizabeth,Crystal,Stephanie,Amy,Kimberly,4002,2919,2446,2143,1482,1454,1388,1369,1361,1346
1980,MN,20,F,Jennifer,Jessica,Sarah,Melissa,Amanda,Angela,Amy,Nicole,Elizabeth,Sara,1147,907,865,785,782,590,566,565,480,451
1980,IA,21,F,Jennifer,Amanda,Jessica,Sarah,Melissa,Amy,Angela,Nicole,Sara,Heather,880,688,590,545,516,372,358,358,330,328
1980,MO,22,F,Jennifer,Amanda,Sarah,Jessica,Melissa,Amy,Angela,Heather,Kimberly,Michelle,1419,1151,853,733,720,635,623,507,465,463
1980,AR,23,F,Amanda,Jennifer,Melissa,Sarah,Kimberly,Crystal,Angela,Jessica,Heather,Amy,603,580,274,264,261,241,230,230,229,223
1980,LA,24,F,Jennifer,Amanda,Jessica,Melissa,Tiffany,Kimberly,Crystal,Ashley,April,Heather,1002,751,683,490,467,452,416,404,383,351
1980,WI,25,F,Jennifer,Jessica,Amanda,Melissa,Sarah,Nicole,Amy,Rebecca,Angela,Heather,1512,985,863,852,847,727,593,574,568,526
1980,MI,26,F,Jennifer,Sarah,Amanda,Melissa,Jessica,Nicole,Angela,Heather,Amy,Elizabeth,2629,1523,1467,1401,1317,1102,1014,981,895,884
1980,IL,27,F,Jennifer,Amanda,Melissa,Jessica,Sarah,Nicole,Elizabeth,Michelle,Amy,Tiffany,2958,1681,1522,1351,1350,1331,1193,1145,991,944
1980,IN,28,F,Jennifer,Amanda,Jessica,Melissa,Sarah,Heather,Amy,Angela,Amber,Stephanie,1516,1392,892,866,851,702,692,622,605,533
1980,OH,29,F,Jennifer,Amanda,Melissa,Jessica,Sarah,Amy,Angela,Heather,Nicole,Elizabeth,3093,2268,1672,1661,1648,1208,1203,1171,1119,1067
1980,KY,30,F,Amanda,Jennifer,Jessica,Melissa,Amy,Sarah,Angela,Crystal,Heather,Stephanie,1275,1009,752,562,490,448,420,415,392,388
1980,TN,31,F,Amanda,Jennifer,Jessica,April,Tiffany,Heather,Amy,Kimberly,Crystal,Angela,1220,1195,673,483,481,476,463,451,447,444
1980,MS,32,F,Jennifer,Amanda,Kimberly,Jessica,Tiffany,Melissa,April,Angela,Mary,Ashley,561,528,409,407,283,257,250,249,231,216
1980,AL,33,F,Jennifer,Amanda,Kimberly,April,Jessica,Melissa,Tiffany,Stephanie,Amy,Mary,923,875,507,466,464,381,362,339,335,320
1980,ME,34,F,Jessica,Jennifer,Amanda,Melissa,Sarah,Heather,Amy,Nicole,Michelle,Erin,282,268,245,207,200,159,128,114,102,99
1980,VT,35,F,Jessica,Jennifer,Sarah,Amanda,Heather,Melissa,Amy,Rebecca,Elizabeth,Erin,135,132,95,85,78,72,57,53,48,47
1980,NH,36,F,Jennifer,Jessica,Sarah,Melissa,Amanda,Heather,Amy,Elizabeth,Nicole,Rebecca,288,214,196,175,146,107,105,98,96,96
1980,NY,37,F,Jennifer,Jessica,Melissa,Nicole,Michelle,Sarah,Elizabeth,Lisa,Kimberly,Amanda,3809,2384,2339,1969,1469,1373,1339,1332,1152,1139
1980,MA,38,F,Jennifer,Melissa,Jessica,Sarah,Nicole,Elizabeth,Michelle,Erin,Amanda,Lisa,1480,908,876,756,639,635,540,477,464,452
1980,CT,39,F,Jennifer,Jessica,Melissa,Sarah,Elizabeth,Nicole,Amy,Michelle,Rebecca,Heather,732,466,452,400,314,298,270,244,235,228
1980,RI,40,F,Jennifer,Jessica,Melissa,Sarah,Amanda,Nicole,Stephanie,Elizabeth,Amy,Lisa,229,187,166,112,105,100,90,86,85,81
1980,PA,41,F,Jennifer,Jessica,Melissa,Nicole,Amanda,Heather,Amy,Michelle,Kelly,Sarah,3038,1743,1730,1535,1528,1147,1136,981,953,944
1980,NJ,42,F,Jennifer,Melissa,Jessica,Nicole,Michelle,Lauren,Lisa,Kimberly,Danielle,Christina,1684,995,973,801,579,572,525,524,512,480
1980,DE,43,F,Jennifer,Jessica,Melissa,Amanda,Heather,Elizabeth,Sarah,Stephanie,Christina,Erin,169,80,79,66,65,61,60,60,57,56
1980,MD,44,F,Jennifer,Jessica,Melissa,Amanda,Christina,Heather,Sarah,Nicole,Kimberly,Kelly,904,539,432,379,368,336,335,334,319,301
1980,WV,45,F,Amanda,Jennifer,Jessica,Melissa,Heather,Amy,Sarah,Angela,Crystal,Amber,658,508,491,315,285,251,238,213,212,181
1980,VA,46,F,Jennifer,Amanda,Jessica,Melissa,Sarah,Elizabeth,Crystal,Heather,Kimberly,Amy,1251,876,821,594,552,519,467,467,460,437
1980,NC,47,F,Jennifer,Amanda,Crystal,Melissa,Jessica,Kimberly,Heather,Elizabeth,April,Tiffany,1356,1058,731,698,684,631,536,487,485,468
1980,SC,48,F,Jennifer,Amanda,Jessica,Crystal,Melissa,Kimberly,April,Tiffany,Stephanie,Elizabeth,677,586,398,367,334,316,310,294,275,265
1980,GA,49,F,Amanda,Jennifer,Jessica,Kimberly,Melissa,Tiffany,April,Stephanie,Crystal,Amy,1311,1299,801,707,663,568,567,501,489,486
1980,DC,50,F,Jennifer,Nicole,Jessica,Tiffany,Elizabeth,Kimberly,Sarah,Stephanie,Melissa,Michelle,170,123,114,114,106,95,94,89,80,77
1980,FL,51,F,Jennifer,Amanda,Jessica,Melissa,Kimberly,Christina,Heather,Michelle,Tiffany,Nicole,2241,1261,1243,1199,793,780,743,739,728,655
1990,HI,1,F,Ashley,Jessica,Nicole,Brittany,Jennifer,Sarah,Amanda,Michelle,Chelsea,Lauren,186,144,122,109,95,94,88,88,84,84
1990,AK,2,F,Jessica,Ashley,Amanda,Brittany,Samantha,Sarah,Megan,Rachel,Jennifer,Elizabeth,113,97,93,75,72,68,66,55,51,49
1990,WA,3,F,Jessica,Ashley,Amanda,Sarah,Brittany,Samantha,Megan,Stephanie,Nicole,Emily,844,804,783,563,470,451,413,412,408,400
1990,OR,4,F,Jessica,Ashley,Amanda,Sarah,Brittany,Stephanie,Kayla,Samantha,Megan,Emily,493,450,436,296,295,280,278,267,254,242
1990,CA,5,F,Jessica,Ashley,Stephanie,Amanda,Jennifer,Elizabeth,Sarah,Brittany,Samantha,Michelle,6638,4537,4001,3857,3612,3172,2844,2738,2720,2453
1990,ID,6,F,Jessica,Ashley,Amanda,Megan,Sarah,Kayla,Samantha,Stephanie,Brittany,Nicole,186,175,146,111,110,102,100,84,80,76
1990,NV,7,F,Ashley,Jessica,Amanda,Brittany,Samantha,Nicole,Sarah,Amber,Jennifer,Kayla,261,242,186,184,157,120,111,106,102,100
1990,MT,8,F,Jessica,Ashley,Amanda,Sarah,Kayla,Megan,Samantha,Brittany,Hannah,Kelsey,120,99,82,75,72,65,65,58,54,53
1990,WY,9,F,Ashley,Jessica,Amanda,Brittany,Samantha,Sarah,Kayla,Stephanie,Elizabeth,Jennifer,73,66,46,38,37,37,36,36,32,32
1990,UT,10,F,Jessica,Ashley,Amanda,Megan,Sarah,Emily,Stephanie,Melissa,Samantha,Rachel,482,316,271,242,217,196,187,186,182,177
1990,AZ,11,F,Jessica,Ashley,Amanda,Brittany,Stephanie,Samantha,Sarah,Nicole,Jennifer,Elizabeth,746,651,518,483,412,385,371,328,290,286
1990,CO,12,F,Jessica,Ashley,Amanda,Brittany,Sarah,Samantha,Megan,Lauren,Jennifer,Stephanie,574,535,484,450,377,332,292,290,288,279
1990,NM,13,F,Jessica,Amanda,Ashley,Samantha,Brittany,Stephanie,Nicole,Sarah,Amber,Crystal,276,275,263,178,150,150,138,120,115,105
1990,ND,14,F,Ashley,Samantha,Brittany,Amanda,Jessica,Kayla,Megan,Sarah,Emily,Courtney,136,117,112,109,106,96,93,71,64,59
1990,SD,15,F,Ashley,Amanda,Sarah,Brittany,Jessica,Samantha,Megan,Kayla,Emily,Stephanie,110,103,101,92,92,82,80,75,72,70
1990,NE,16,F,Ashley,Jessica,Amanda,Megan,Brittany,Emily,Sarah,Elizabeth,Samantha,Kelsey,296,292,229,203,196,191,181,165,163,130
1990,KS,17,F,Ashley,Jessica,Amanda,Sarah,Samantha,Megan,Brittany,Kayla,Emily,Amber,450,450,322,305,269,254,236,213,199,193
1990,OK,18,F,Jessica,Ashley,Brittany,Sarah,Amanda,Megan,Samantha,Lauren,Kayla,Jennifer,597,594,461,351,343,263,260,254,251,238
1990,TX,19,F,Ashley,Jessica,Amanda,Brittany,Stephanie,Sarah,Samantha,Lauren,Jennifer,Elizabeth,3422,3192,2509,2359,1941,1894,1692,1685,1676,1596
1990,MN,20,F,Ashley,Amanda,Jessica,Samantha,Brittany,Emily,Megan,Sarah,Nicole,Kayla,882,675,635,617,566,558,518,504,462,452
1990,IA,21,F,Ashley,Jessica,Amanda,Samantha,Emily,Megan,Brittany,Sarah,Elizabeth,Stephanie,573,479,393,348,346,327,311,274,239,238
1990,MO,22,F,Ashley,Jessica,Brittany,Amanda,Sarah,Samantha,Megan,Lauren,Emily,Elizabeth,1040,1024,849,731,629,602,547,525,511,484
1990,AR,23,F,Jessica,Ashley,Brittany,Amanda,Sarah,Megan,Kayla,Courtney,Heather,Lauren,453,443,440,248,225,208,198,194,190,190
1990,LA,24,F,Brittany,Ashley,Jessica,Lauren,Courtney,Amanda,Jasmine,Sarah,Kayla,Megan,973,775,600,411,410,399,380,356,353,343
1990,WI,25,F,Ashley,Amanda,Samantha,Jessica,Brittany,Emily,Sarah,Stephanie,Kayla,Megan,900,791,700,695,671,592,541,534,509,495
1990,MI,26,F,Ashley,Jessica,Amanda,Brittany,Samantha,Sarah,Stephanie,Nicole,Megan,Emily,2060,1720,1387,1314,1236,1064,972,890,879,873
1990,IL,27,F,Jessica,Ashley,Brittany,Amanda,Samantha,Stephanie,Sarah,Elizabeth,Jennifer,Lauren,2081,2061,1523,1476,1260,1215,1129,1095,1088,1033
1990,IN,28,F,Jessica,Ashley,Brittany,Amanda,Megan,Samantha,Sarah,Emily,Kayla,Stephanie,1134,1093,1001,782,657,626,620,561,560,493
1990,OH,29,F,Ashley,Brittany,Jessica,Amanda,Sarah,Megan,Samantha,Emily,Stephanie,Jennifer,2317,2127,2102,1677,1411,1267,1259,1079,915,911
1990,KY,30,F,Brittany,Jessica,Ashley,Amanda,Kayla,Sarah,Samantha,Megan,Amber,Lauren,843,757,729,538,471,426,417,396,366,349
1990,TN,31,F,Jessica,Brittany,Ashley,Kayla,Amanda,Sarah,Amber,Lauren,Rachel,Megan,1104,1087,1085,609,586,543,515,456,454,447
1990,MS,32,F,Brittany,Ashley,Jessica,Jasmine,Kayla,Amanda,Courtney,Amber,Tiffany,Lauren,519,513,476,297,255,244,227,219,198,187
1990,AL,33,F,Ashley,Brittany,Jessica,Kayla,Amanda,Jasmine,Amber,Tiffany,Courtney,Lauren,823,789,772,479,405,369,367,352,330,313
1990,ME,34,F,Ashley,Jessica,Amanda,Brittany,Sarah,Kayla,Samantha,Emily,Elizabeth,Chelsea,232,170,165,162,148,137,132,122,114,104
1990,VT,35,F,Ashley,Brittany,Jessica,Samantha,Sarah,Amanda,Emily,Elizabeth,Chelsea,Nicole,101,86,84,79,78,74,67,50,48,47
1990,NH,36,F,Jessica,Ashley,Sarah,Amanda,Samantha,Brittany,Nicole,Emily,Stephanie,Lauren,209,200,197,182,181,140,135,129,127,108
1990,NY,37,F,Jessica,Ashley,Amanda,Stephanie,Samantha,Jennifer,Nicole,Brittany,Sarah,Elizabeth,2909,2687,2605,2331,2176,1920,1910,1804,1567,1461
1990,MA,38,F,Jessica,Ashley,Amanda,Samantha,Sarah,Stephanie,Jennifer,Nicole,Elizabeth,Brittany,1049,956,949,841,742,733,698,661,637,614
1990,CT,39,F,Jessica,Ashley,Amanda,Nicole,Stephanie,Samantha,Sarah,Brittany,Jennifer,Emily,565,515,444,401,397,379,362,345,341,329
1990,RI,40,F,Ashley,Jessica,Amanda,Brittany,Kayla,Stephanie,Nicole,Sarah,Samantha,Jennifer,192,163,160,146,144,144,132,125,108,104
1990,PA,41,F,Ashley,Jessica,Amanda,Brittany,Samantha,Sarah,Nicole,Lauren,Megan,Emily,1989,1901,1853,1684,1383,1244,1145,1121,1080,1052
1990,NJ,42,F,Jessica,Ashley,Amanda,Stephanie,Samantha,Nicole,Brittany,Jennifer,Lauren,Danielle,1330,1164,1137,1005,925,918,855,850,794,697
1990,DE,43,F,Jessica,Brittany,Ashley,Amanda,Samantha,Lauren,Stephanie,Sarah,Amber,Megan,156,133,131,113,89,88,75,74,65,58
1990,MD,44,F,Brittany,Ashley,Jessica,Amanda,Sarah,Samantha,Lauren,Emily,Stephanie,Jennifer,903,883,798,648,561,506,499,448,411,406
1990,WV,45,F,Brittany,Ashley,Jessica,Kayla,Amanda,Samantha,Megan,Sarah,Amber,Heather,379,333,315,272,254,211,199,188,166,159
1990,VA,46,F,Brittany,Jessica,Ashley,Amanda,Sarah,Lauren,Samantha,Megan,Emily,Elizabeth,1230,1193,1162,845,770,577,548,544,529,519
1990,NC,47,F,Brittany,Ashley,Jessica,Amanda,Sarah,Amber,Elizabeth,Lauren,Megan,Samantha,1695,1473,1405,841,672,629,607,595,552,548
1990,SC,48,F,Brittany,Ashley,Jessica,Amanda,Kayla,Courtney,Amber,Lauren,Sarah,Elizabeth,885,714,713,384,378,317,310,307,281,266
1990,GA,49,F,Ashley,Brittany,Jessica,Amanda,Amber,Kayla,Sarah,Courtney,Lauren,Jasmine,1548,1465,1447,765,626,618,617,611,595,587
1990,DC,50,F,Ashley,Brittany,Jasmine,Jessica,Sarah,Stephanie,Lauren,Elizabeth,Rachel,Jennifer,158,140,119,100,85,77,71,61,57,56
1990,FL,51,F,Ashley,Jessica,Brittany,Amanda,Stephanie,Samantha,Sarah,Jennifer,Lauren,Nicole,2374,2289,2100,1728,1314,1185,1111,1107,965,909
2000,HI,1,F,Kayla,Taylor,Alyssa,Ashley,Kiana,Nicole,Alexis,Emily,Jasmine,Jessica,63,63,61,59,52,46,45,43,40,40
2000,AK,2,F,Hannah,Madison,Emily,Sarah,Ashley,Anna,Elizabeth,Emma,Alyssa,Jessica,58,50,48,39,36,35,32,32,31,31
2000,WA,3,F,Emily,Hannah,Madison,Emma,Sarah,Samantha,Ashley,Jessica,Taylor,Alexis,558,507,441,368,351,322,318,316,311,307
2000,OR,4,F,Emily,Hannah,Madison,Emma,Ashley,Jessica,Samantha,Elizabeth,Sarah,Olivia,312,311,223,206,205,194,193,187,187,176
2000,CA,5,F,Emily,Ashley,Samantha,Jessica,Jennifer,Alyssa,Alexis,Sarah,Hannah,Elizabeth,2958,2831,2579,2484,2263,2005,1864,1855,1854,1848
2000,ID,6,F,Hannah,Emily,Madison,Ashley,Hailey,Alexis,Megan,Samantha,Emma,Elizabeth,133,122,119,84,83,81,78,77,73,72
2000,NV,7,F,Emily,Hannah,Madison,Jessica,Samantha,Ashley,Alexis,Alyssa,Taylor,Jennifer,162,145,140,138,135,134,129,125,120,110
2000,MT,8,F,Madison,Emily,Taylor,Hannah,Abigail,Sarah,Elizabeth,Samantha,Hailey,Ashley,95,77,55,54,52,46,43,43,42,41
2000,WY,9,F,Madison,Taylor,Emily,Alexis,Hannah,Sarah,Abigail,Grace,Jessica,Ashley,45,39,37,34,32,22,21,21,21,19
2000,UT,10,F,Madison,Emily,Hannah,Abigail,Samantha,Jessica,Emma,Megan,Alexis,Sarah,311,304,301,226,225,218,213,212,204,203
2000,AZ,11,F,Emily,Ashley,Samantha,Alexis,Jessica,Hannah,Madison,Alyssa,Jennifer,Brianna,408,400,397,380,365,364,332,315,278,272
2000,CO,12,F,Emily,Hannah,Madison,Ashley,Emma,Sarah,Jessica,Taylor,Lauren,Samantha,367,322,321,285,269,268,252,244,241,239
2000,NM,13,F,Alexis,Alyssa,Destiny,Ashley,Brianna,Samantha,Emily,Hannah,Jasmine,Jessica,141,135,115,110,110,104,103,93,90,82
2000,ND,14,F,Madison,Alexis,Hannah,Emily,Taylor,Ashley,Grace,Megan,Morgan,Sydney,82,69,62,59,54,46,45,45,43,43
2000,SD,15,F,Hannah,Emily,Morgan,Taylor,Grace,Madison,Ashley,Sydney,Emma,Abigail,97,76,65,60,58,54,48,48,42,41
2000,NE,16,F,Hannah,Madison,Emily,Taylor,Emma,Samantha,Alexis,Megan,Morgan,Grace,195,181,177,125,124,117,115,111,105,104
2000,KS,17,F,Madison,Hannah,Emily,Taylor,Alexis,Elizabeth,Abigail,Emma,Lauren,Grace,277,258,238,181,172,168,162,158,156,151
2000,OK,18,F,Madison,Emily,Hannah,Taylor,Sarah,Alexis,Ashley,Lauren,Jessica,Abigail,329,316,315,234,206,204,189,187,186,161
2000,TX,19,F,Emily,Ashley,Hannah,Alexis,Madison,Samantha,Alyssa,Brianna,Jessica,Sarah,2038,1839,1672,1544,1543,1469,1457,1362,1355,1348
2000,MN,20,F,Emily,Hannah,Grace,Emma,Elizabeth,Samantha,Madison,Anna,Megan,Lauren,559,484,429,412,373,356,353,346,338,312
2000,IA,21,F,Madison,Emily,Hannah,Emma,Alexis,Elizabeth,Taylor,Grace,Olivia,Sydney,296,293,293,276,245,203,201,188,187,187
2000,MO,22,F,Hannah,Emily,Madison,Taylor,Alexis,Grace,Emma,Abigail,Sarah,Lauren,606,605,502,429,422,366,346,345,339,336
2000,AR,23,F,Hannah,Madison,Emily,Alexis,Sarah,Lauren,Taylor,Haley,Ashley,Elizabeth,288,271,240,177,169,156,150,148,143,143
2000,LA,24,F,Madison,Hannah,Alexis,Emily,Taylor,Sarah,Destiny,Kayla,Lauren,Victoria,465,392,381,373,339,279,263,262,233,233
2000,WI,25,F,Emily,Hannah,Samantha,Elizabeth,Alexis,Emma,Grace,Ashley,Megan,Taylor,560,459,373,359,315,313,306,305,302,293
2000,MI,26,F,Emily,Hannah,Madison,Alexis,Olivia,Lauren,Samantha,Sarah,Taylor,Kayla,942,900,868,758,648,604,593,589,566,550
2000,IL,27,F,Emily,Hannah,Alexis,Jessica,Samantha,Grace,Ashley,Elizabeth,Sarah,Madison,1172,1003,846,846,800,754,723,722,682,681
2000,IN,28,F,Hannah,Madison,Emily,Alexis,Abigail,Taylor,Elizabeth,Olivia,Sarah,Emma,634,628,608,498,421,415,403,401,393,388
2000,OH,29,F,Hannah,Emily,Madison,Alexis,Taylor,Olivia,Sarah,Abigail,Samantha,Lauren,1191,1127,1104,974,837,769,755,751,694,675
2000,KY,30,F,Hannah,Madison,Emily,Sarah,Alexis,Haley,Taylor,Ashley,Elizabeth,Lauren,562,466,420,326,319,317,281,269,245,234
2000,TN,31,F,Hannah,Madison,Emily,Sarah,Alexis,Taylor,Ashley,Anna,Haley,Elizabeth,705,596,576,466,459,408,346,342,333,326
2000,MS,32,F,Hannah,Madison,Anna,Destiny,Alexis,Emily,Taylor,Mary,Sarah,Elizabeth,283,233,228,202,197,164,156,152,151,140
2000,AL,33,F,Hannah,Anna,Madison,Emily,Sarah,Alexis,Taylor,Mary,Elizabeth,Kayla,443,386,382,371,305,284,280,261,242,239
2000,ME,34,F,Emily,Hannah,Abigail,Samantha,Emma,Sarah,Alexis,Madison,Olivia,Grace,123,113,102,91,90,82,78,77,77,75
2000,VT,35,F,Emily,Olivia,Abigail,Emma,Hannah,Madison,Elizabeth,Samantha,Brianna,Grace,69,51,48,46,46,39,35,35,31,31
2000,NH,36,F,Emily,Hannah,Emma,Olivia,Sarah,Abigail,Madison,Elizabeth,Samantha,Alexis,159,150,112,103,100,90,90,81,72,66
2000,NY,37,F,Emily,Samantha,Ashley,Sarah,Jessica,Brianna,Kayla,Hannah,Nicole,Julia,1719,1422,1290,1256,1143,1136,1110,986,957,922
2000,MA,38,F,Emily,Hannah,Olivia,Sarah,Julia,Emma,Samantha,Ashley,Abigail,Madison,753,547,531,509,504,495,475,402,387,387
2000,CT,39,F,Emily,Sarah,Samantha,Olivia,Hannah,Julia,Ashley,Madison,Jessica,Emma,335,257,254,252,241,219,203,199,197,193
2000,RI,40,F,Emily,Hannah,Sarah,Madison,Victoria,Ashley,Olivia,Elizabeth,Samantha,Emma,122,84,80,75,70,67,64,61,60,58
2000,PA,41,F,Emily,Madison,Hannah,Sarah,Alexis,Samantha,Taylor,Lauren,Olivia,Alyssa,1174,998,923,824,759,702,679,672,657,640
2000,NJ,42,F,Emily,Samantha,Nicole,Jessica,Sarah,Julia,Ashley,Brianna,Kayla,Lauren,812,693,611,606,588,569,562,495,483,481
2000,DE,43,F,Emily,Sarah,Kayla,Madison,Alexis,Lauren,Hannah,Taylor,Morgan,Jessica,80,76,65,64,61,60,58,58,47,44
2000,MD,44,F,Emily,Kayla,Hannah,Sarah,Taylor,Madison,Alexis,Elizabeth,Jessica,Samantha,459,397,389,356,352,349,289,266,265,265
2000,WV,45,F,Hannah,Emily,Madison,Alexis,Haley,Taylor,Sarah,Megan,Ashley,Abigail,220,203,196,146,123,120,107,103,99,98
2000,VA,46,F,Hannah,Emily,Sarah,Madison,Alexis,Elizabeth,Ashley,Kayla,Taylor,Lauren,708,597,544,499,450,443,419,418,409,399
2000,NC,47,F,Hannah,Madison,Emily,Sarah,Taylor,Elizabeth,Ashley,Kayla,Alexis,Lauren,938,702,684,631,605,517,516,516,484,483
2000,SC,48,F,Hannah,Madison,Emily,Alexis,Taylor,Sarah,Destiny,Elizabeth,Kayla,Lauren,387,343,310,261,243,221,215,207,196,190
2000,GA,49,F,Hannah,Madison,Emily,Sarah,Taylor,Alexis,Ashley,Anna,Kayla,Lauren,797,785,707,628,595,556,545,492,469,464
2000,DC,50,F,Kayla,Katherine,Elizabeth,Destiny,Jordan,Grace,Taylor,Alexandra,Sarah,Hannah,74,56,51,49,45,44,40,39,39,38
2000,FL,51,F,Emily,Ashley,Hannah,Samantha,Sarah,Alexis,Madison,Taylor,Kayla,Brianna,1205,1022,1016,954,922,886,864,856,812,809
2010,HI,1,F,Isabella,Sophia,Chloe,Ava,Emma,Olivia,Mia,Hailey,Madison,Lily,70,60,59,46,43,43,40,39,39,38
2010,AK,2,F,Sophia,Emma,Isabella,Olivia,Ava,Abigail,Hannah,Madison,Elizabeth,Grace,62,51,51,44,33,30,29,29,28,28
2010,WA,3,F,Sophia,Olivia,Isabella,Emma,Emily,Abigail,Ava,Elizabeth,Chloe,Madison,465,424,406,358,321,318,316,273,262,258
2010,OR,4,F,Sophia,Olivia,Emma,Isabella,Emily,Abigail,Ava,Ella,Madison,Addison,244,229,224,216,167,163,154,135,130,118
2010,CA,5,F,Isabella,Sophia,Emily,Mia,Emma,Samantha,Olivia,Abigail,Natalie,Ava,3370,3361,2392,2018,1783,1675,1637,1622,1478,1411
2010,ID,6,F,Olivia,Emma,Sophia,Ava,Abigail,Elizabeth,Isabella,Emily,Ella,Addison,122,104,100,85,83,81,79,76,73,67
2010,NV,7,F,Isabella,Sophia,Emily,Emma,Olivia,Mia,Madison,Samantha,Ava,Abigail,226,212,140,125,120,118,115,105,103,101
2010,MT,8,F,Emma,Isabella,Sophia,Olivia,Ella,Abigail,Madison,Addison,Ava,Elizabeth,62,57,50,48,46,45,42,40,40,39
2010,WY,9,F,Isabella,Sophia,Madison,Addison,Chloe,Emma,Lillian,Abigail,Brooklyn,Alexis,44,36,35,27,24,23,23,22,22,21
2010,UT,10,F,Olivia,Abigail,Sophia,Emma,Lily,Brooklyn,Chloe,Elizabeth,Ava,Addison,269,211,204,203,192,175,164,156,155,147
2010,AZ,11,F,Isabella,Sophia,Mia,Emma,Olivia,Emily,Abigail,Ava,Madison,Natalie,556,516,376,336,307,292,281,278,236,223
2010,CO,12,F,Isabella,Sophia,Olivia,Emma,Abigail,Ava,Emily,Elizabeth,Madison,Ella,342,317,268,266,245,219,210,205,189,175
2010,NM,13,F,Isabella,Sophia,Mia,Nevaeh,Olivia,Emma,Abigail,Aaliyah,Emily,Madison,157,124,95,94,90,77,75,73,69,68
2010,ND,14,F,Sophia,Isabella,Addison,Ella,Olivia,Brooklyn,Emma,Elizabeth,Emily,Ava,53,52,48,48,45,42,42,39,39,35
2010,SD,15,F,Sophia,Ava,Emma,Isabella,Olivia,Brooklyn,Ella,Avery,Alexis,Chloe,59,56,53,51,49,40,39,37,34,34
2010,NE,16,F,Olivia,Isabella,Ava,Sophia,Emma,Addison,Ella,Chloe,Elizabeth,Emily,156,129,125,116,115,98,92,84,83,77
2010,KS,17,F,Isabella,Ava,Emma,Sophia,Olivia,Addison,Abigail,Avery,Emily,Elizabeth,215,189,178,177,161,148,144,126,124,119
2010,OK,18,F,Isabella,Emma,Olivia,Addison,Madison,Abigail,Sophia,Chloe,Ava,Emily,253,230,200,190,183,182,171,165,156,149
